===== activity-start intents (ActivityTaskManager / ActivityManager) =====
--------- beginning of system
09-22 17:47:55.913  2997  4952 I ActivityManager: Changes in 10078 10 to 10, 256 to 384
09-22 17:47:55.915  2997  4952 I ActivityManager: Changes in 10078 10 to 19, 384 to 0
09-22 17:48:15.058  2997  3137 I ActivityManager: Changes in 10102 15 to 19, 256 to 0
09-22 17:49:05.971  2997  3137 I ActivityManager: Changes in 10095 19 to 11, 0 to 384
09-22 17:49:05.976  2997  7128 I ActivityManager: Changes in 10095 11 to 19, 384 to 0
09-22 17:49:32.179  2997  3796 I ActivityManager: Changes in 10263 19 to 8, 0 to 384
09-22 17:49:32.224  2997  4999 I ActivityManager: Changes in 10263 10 to 19, 384 to 0
09-22 17:49:33.222  2997  4716 I ActivityManager: Changes in 5009 19 to 5, 0 to 400
09-22 17:49:37.662  2997  3822 I ActivityManager: Changes in 10078 19 to 10, 0 to 384
09-22 17:49:37.671  2997  3137 I ActivityManager: Changes in 10106 10 to 10, 0 to 384
09-22 17:49:37.673  2997  7128 I ActivityManager: Changes in 10106 10 to 10, 384 to 0
09-22 17:49:37.678  2997  5189 I ActivityManager: Changes in 10078 10 to 10, 384 to 256
09-22 17:49:37.683  2997  3796 I ActivityManager: Changes in 10093 19 to 8, 0 to 384
09-22 17:49:37.713  2997  3060 I ActivityManager: Changes in 10078 10 to 10, 256 to 384
09-22 17:49:37.715  2997  7128 I ActivityManager: Changes in 10078 10 to 19, 384 to 0
09-22 17:49:40.726  2997  3796 I ActivityManager: Changes in 10393 19 to 8, 0 to 384
09-22 17:49:40.728  2997  4999 I ActivityManager: Changes in 10093 10 to 19, 384 to 0
09-22 17:49:40.743  2997  4999 I ActivityManager: Changes in 10393 10 to 19, 384 to 0
09-22 17:49:42.807  2997  4999 I ActivityManager: Changes in 10399 19 to 8, 0 to 384
09-22 17:49:43.110  2997  5180 I ActivityManager: Changes in 10399 10 to 19, 384 to 0
09-22 17:49:53.133  2997  3134 I ActivityManager: Changes in 5009 5 to 15, 400 to 256
09-22 17:50:13.136  2997  3137 I ActivityManager: Changes in 5009 15 to 19, 256 to 0
09-22 17:56:00.090  2997  3796 I ActivityManager: Changes in 10268 19 to 8, 0 to 384
09-22 17:56:00.094  2997  3796 I ActivityManager: Changes in 5004 19 to 8, 0 to 384
09-22 17:56:00.110  2997  7128 I ActivityManager: Changes in 5004 10 to 19, 384 to 0
09-22 17:56:00.252  2997  7913 I ActivityManager: Changes in 10268 10 to 19, 384 to 0
09-22 17:56:45.809  2997  7128 I ActivityManager: Changes in 10399 19 to 10, 0 to 384
09-22 17:56:45.821  2997  7128 I ActivityManager: Changes in 10399 10 to 19, 384 to 128
09-22 17:56:55.774  2997  3796 I ActivityManager: Changes in 10399 19 to 19, 128 to 0
09-22 17:57:00.881  2997  5189 I ActivityManager: Changes in 10399 19 to 10, 0 to 384
09-22 17:57:00.891  2997  7128 I ActivityManager: Changes in 10399 10 to 19, 384 to 0
09-22 17:58:53.852  2997  3137 I ActivityManager: Changes in 10095 19 to 11, 0 to 384
09-22 17:58:53.857  2997  7133 I ActivityManager: Changes in 10095 11 to 19, 384 to 0
09-22 17:58:53.866  2997  3796 I ActivityManager: Changes in 10267 19 to 8, 0 to 384
09-22 17:58:53.891  2997  5303 I ActivityManager: Changes in 5004 19 to 8, 0 to 384
09-22 17:58:53.919  2997  3063 I ActivityManager: Changes in 10267 10 to 19, 384 to 0
09-22 17:58:53.928  2997  4999 I ActivityManager: Changes in 5004 10 to 19, 384 to 0
09-22 18:00:00.638  2997  3778 I ActivityManager: Changes in 10095 19 to 5, 0 to 440
09-22 18:00:00.760  2997  3778 I ActivityManager: Changes in 10116 19 to 5, 0 to 400
09-22 18:00:00.776  2997  3778 I ActivityManager: Changes in 10113 19 to 5, 0 to 400
09-22 18:00:00.790  2997  3778 I ActivityManager: Changes in 10336 19 to 5, 0 to 400
09-22 18:00:00.939  2997  4952 I ActivityManager: Changes in 10065 6 to 5, 384 to 400
09-22 18:00:06.946  2997  3134 I ActivityManager: Changes in 10065 5 to 6, 400 to 384
09-22 18:00:07.107  2997  3134 I ActivityManager: Changes in 10336 5 to 15, 400 to 256
09-22 18:00:07.109  2997  3134 I ActivityManager: Changes in 10113 5 to 15, 400 to 256
09-22 18:00:07.134  2997  3134 I ActivityManager: Changes in 10116 5 to 15, 400 to 256
09-22 18:00:11.042  2997  4952 I ActivityManager: Changes in 10095 5 to 10, 440 to 384
09-22 18:00:11.047  2997  7132 I ActivityManager: Changes in 10095 10 to 19, 384 to 0
09-22 18:00:27.797  2997  3137 I ActivityManager: Changes in 10336 15 to 19, 256 to 0
09-22 18:00:27.798  2997  3137 I ActivityManager: Changes in 10116 15 to 19, 256 to 0
09-22 18:00:27.798  2997  3137 I ActivityManager: Changes in 10113 15 to 19, 256 to 0
09-22 18:00:29.321  2997  3137 I ActivityManager: Changes in 10095 19 to 11, 0 to 384
09-22 18:00:29.324  2997  3778 I ActivityManager: Changes in 10095 11 to 19, 384 to 0
09-22 18:00:38.144  2997  3137 I ActivityManager: Changes in 10268 19 to 11, 0 to 384
09-22 18:00:38.152  2997  4952 I ActivityManager: Changes in 10268 11 to 19, 384 to 0
09-22 18:06:13.744  2997  3796 I ActivityManager: Changes in 10093 19 to 8, 0 to 384
09-22 18:06:13.747  2997  3796 I ActivityManager: Changes in 10393 19 to 8, 0 to 384
09-22 18:06:13.760  2997  3778 I ActivityManager: Changes in 10393 10 to 19, 384 to 0
09-22 18:06:16.780  2997  3060 I ActivityManager: Changes in 10093 10 to 19, 384 to 0
09-22 18:08:54.101  2997  3796 I ActivityManager: Changes in 5004 19 to 8, 0 to 384
09-22 18:08:54.126  2997  3060 I ActivityManager: Changes in 5004 10 to 19, 384 to 0
09-22 18:17:38.742  2997  3796 I ActivityManager: Changes in 10267 19 to 8, 0 to 384
09-22 18:17:38.778  2997  3060 I ActivityManager: Changes in 5004 19 to 8, 0 to 384
09-22 18:17:38.808  2997  7133 I ActivityManager: Changes in 10267 10 to 19, 384 to 0
09-22 18:17:38.815  2997  7133 I ActivityManager: Changes in 5004 10 to 19, 384 to 0
09-22 18:17:49.322  2997 20320 I ActivityManager: Changes in 10102 19 to 5, 0 to 400
09-22 18:17:55.357  2997  3134 I ActivityManager: Changes in 10102 5 to 15, 400 to 256
09-22 18:18:15.374  2997  3137 I ActivityManager: Changes in 10102 15 to 19, 256 to 0
09-22 18:19:03.405  2997  3137 I ActivityManager: Changes in 10268 19 to 11, 0 to 384
